,lex_richness,flesch_score,no_characters,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,colon,comma,female_pronoun,hyphen,interjection,male_pronoun,personal_pronoun,possessive_pronoun,semi_colon,period,coord_conj,sub_conj,punctuation,no_sentences,label
0,0.077625111,73.0,46,0.17613710000000002,0.04365384,0.22558945,0.18655874,0.22458993,0.04571965,-0.30680624,0.37791790000000003,0.34712932,0.041382562000000005,0.18361597,-0.13190474,-0.151895,-0.16793306,-0.014668861000000002,4.845052528444496e-05,0.015259223768751027,0.0009259433721027258,0.0013808399706066814,0.0007106077041718594,0.007084543474925507,0.014061419115885581,0.0003364619811419789,0.0015019662838177937,0.011754635773176174,0.00889067138969565,0.007760159133058601,0.05070616640602078,0.013587680646437676,Detective and Mystery
1,0.164849989,-6.21,7,0.34199196,0.09101196,0.15729739,0.12255031,0.15659189999999998,0.17065375,-0.23045589999999996,0.25294006,-0.041972734000000005,0.063321255,0.45999008,-0.0076610409999999995,-0.096329026,-0.16458455,-0.18848771,0.0005451626906807467,0.009711972378423672,0.0019989298658294043,0.0026248573995739655,0.0006965967714253986,0.008369256862487759,0.009449486638466276,0.001060038565212563,0.001292237489021029,0.008308683230189899,0.009631207535359858,0.008561073364764318,0.03618264969258882,0.0035334618840418765,Literary
2,0.058148924000000005,78.42,88,0.25505936,0.23461786,0.29498413,0.12415583,0.27891183,0.087574504,-0.16669495,0.16231138,-0.06407433,-0.03636201,0.38661802,-0.041035876,-0.15237351,-0.14809276,-0.19944765,0.0005161730062662159,0.014640656522312355,0.005696559924576552,0.0022251409836391814,0.0008395585041679416,0.007011246352584721,0.011518742677184158,0.000416669776142608,0.0022636984853120793,0.008876931917402369,0.008746333927865134,0.007584633716172011,0.04399162182802359,0.011058540237862471,Literary
3,0.077797155,87.65,139,0.32596698,0.09993799,0.20034587,0.2628152,-0.050362635,0.36154774,-0.061465707,0.13832666,0.1308061,0.012461989,0.23704778,-0.024459831,-0.056003943,-0.29607978,-0.2437232,3.482065315352221e-05,0.011875890999065988,0.0015341570124698903,0.0011183574483425369,0.0011040195323381455,0.007158716633621184,0.012643993642158388,0.0002785652252281777,1.4337916004391499e-05,0.01543169416815508,0.010454389040916315,0.007851033149261803,0.05763022924279417,0.0180207121438052,Western Stories
4,0.14137775800000002,74.42,9,0.35545248,0.01729276,0.35524994,0.14186457,0.15525343,0.18294056,-0.32640050000000004,0.18041317,-0.029019532999999997,-0.03883101,0.28154814,-0.06337939,-0.09945547,-0.14214544,-0.26385087,0.00040614423327258527,0.014881541265295496,0.004800833116375944,0.0020515490757615205,0.0006456651913564176,0.0054152564436344705,0.007633428794584744,0.0007602186930486853,0.0006560791460557147,0.008997656860192658,0.007123145014319187,0.008258266076542568,0.03844832074980474,0.011090861754751366,Literary
5,0.167840541,67.12,29,0.34146333,0.028975615,0.34610748,0.12835447,0.16266797,0.19105287,-0.36022192,0.29033109999999995,0.14478879,0.016929124,0.03510331,-0.084110744,0.04290958,-0.14494886,-0.16379438,0.0005081889176219332,0.0160176000617546,0.001254390366281987,0.001550297837302353,0.00039883180876658044,0.006143296409227167,0.0066643508690673765,0.0008169619308605761,0.0018204742238861658,0.006078968698135783,0.006059670384808368,0.008690673768445971,0.03445392206054524,0.00717253978668931,Literary
6,0.103569951,76.45,31,0.28779355,0.048691787,0.061327685,-0.020548085,0.07274911,0.27663493,-0.27650532,0.24498911,0.068474315,0.065497816,0.31815413,0.009872766,0.017765336,-0.22079325,-0.37625688,0.00024727026640117646,0.013404651283853252,0.0024293219155203305,0.0019174290833214036,0.000659387377069804,0.005782653773908215,0.009339875150205842,0.00032535561368575856,0.0010107714398504232,0.013122676418658927,0.010662987979194592,0.008372484458846852,0.04712884516109441,0.013335242086266956,Detective and Mystery
7,0.094053629,82.95,152,0.35202393,-0.045419373,0.22670925,-0.054933,0.14052245,0.18829606,-0.3254475,0.33481386,-0.009823456,0.11647651,0.15879954,-0.025908824,-0.18497255,-0.09651265,-0.30145535,0.00011597564511452595,0.012391745559519458,0.004795340804518008,0.0007941810480668625,0.001260604838201369,0.007465301851828508,0.009275530399485673,0.0003050663708447313,0.0005950054836310461,0.02027556821763082,0.012333757736962195,0.0077123804001159755,0.05749618667036444,0.02218412394266769,Literary
8,0.09251068,83.96,101,0.2226337,-0.030860374,0.09303472,0.15821299,0.20701791,0.19843549,-0.25579053,0.31904109999999997,0.05949962,0.13659321,0.38436624,-0.2735889,-0.07177365599999999,0.05214248,-0.12665218,0.0001346359360142714,0.01135710218587052,0.004835674035179248,0.0009929400281052517,0.0013828232594799126,0.009418905690331738,0.009455369589668935,0.0002889062793639574,0.000445981538047274,0.021715654512968526,0.013903965308807154,0.007696687675482515,0.05920334794694222,0.023844585251194192,Literary
9,0.072127,88.16,74,0.3705658,0.13298795,0.22894625,0.12367358,0.11172307,0.23568329,-0.29474506,0.28529584,0.030063332999999998,0.10157421,0.30661479999999997,-0.05100875,-0.039356958,-0.11130969,-0.22361785,2.9828890636440056e-05,0.01082246386636657,0.00640236461751227,0.0023130948829893972,0.0016839764622935706,0.0035360793990834396,0.015584239498874638,0.00036608183962903707,0.0005857309434064593,0.013439271090381538,0.009439488027767985,0.006909455758331752,0.06098652276486699,0.01979282479594327,Literary
10,0.076951659,61.03,70,0.21077013,0.08114274,0.25512895,0.17454502,0.002548534,0.19626445,-0.1794392,0.24516876,0.26278403,-0.13725266,0.41096002,0.0019229429999999999,-0.08692042,-0.14775284,-0.22136825,0.00034217587840149836,0.018432474291785978,0.009745259063158464,0.0007743980405928647,0.00035793397806472524,0.003788697390458696,0.006431555819691321,0.00047724530408630036,0.0015735588092279432,0.005961063986889261,0.006544113674428656,0.007908314873845156,0.03797927134547157,0.006863777981882688,Literary
